0.0	0.005	0.0	0.0	0.0	0.0	0.035	100.0
0.01	0.005	0.0	0.012518011769211473	0.0	0.0003317757851369935	0.0349974203308733	99.85232036969624
0.02	0.005	0.0	0.024760819382483163	0.0	0.001315879450722248	0.034994840851880676	99.70485883212456
0.03	0.005	0.0	0.03673447308999637	0.0	0.002935780294771364	0.03499226156300812	99.5576150652064
0.04	0.005	0.0	0.048444890099454005	0.0	0.005175346227262424	0.034989682464241625	99.41058874733888
0.05	0.005	0.0	0.0598978575837199	0.0	0.00801883375703686	0.03498710355556716	99.26377955739403
0.06	0.005	0.0	0.0710990354048361	0.0	0.01145087881805606	0.03498452483697073	99.11718717471814
0.07	0.005	0.0	0.08205395912684947	0.0	0.015456486917837187	0.03498194630843832	98.97081127913104
0.08	0.005	0.0	0.09276804240852089	0.0	0.02002102501756028	0.03497936796995593	98.82465155092541
0.09	0.005	0.0	0.10324658016773215	0.0	0.025130211294422448	0.03497678982150954	98.67870767086602
0.1	0.005	0.0	0.11349475067248142	0.0	0.030770108176220154	0.03497421186308515	98.53297932018917
0.11	0.005	0.0	0.12351761839676571	0.0	0.036927112864722646	0.03497163409466875	98.38746618060186
0.12	0.005	0.0	0.1333201367200548	0.0	0.04358794886780329	0.03496905651624634	98.24216793428108
0.13	0.005	0.0	0.14290714970898638	0.0	0.05073965983584211	0.03496647912780392	98.09708426387336
0.14	0.005	0.0	0.15228339516266276	0.0	0.05836959975289044	0.03496390192932748	97.95221485249374
0.15	0.005	0.0	0.1614535069497259	0.0	0.06646542572277933	0.03496132492080302	97.80755938372522
0.16	0.005	0.0	0.1704220166264855	0.0	0.07501509234890422	0.034958748102216546	97.6631175416182
0.17	0.005	0.0	0.17919335616553028	0.0	0.0840068429375686	0.034956171473554044	97.51888901068966
0.18	0.005	0.0	0.18777186061009918	0.0	0.09342920144777321	0.03495359503480153	97.37487347592234
0.19	0.005	0.0	0.19616176937470275	0.0	0.10327096813645967	0.034951018785945004	97.2310706227643
0.2	0.005	0.0	0.20436722816706257	0.0	0.11352121297577067	0.03494844272697046	97.08748013712827
0.21	0.005	0.0	0.21239229235636792	0.0	0.12416926553719243	0.03494586685786392	96.94410170539055
0.22	0.005	0.0	0.22024092805545778	0.0	0.13520471167124387	0.03494329117861137	96.8009350143907
0.23	0.005	0.0	0.22791701376483717	0.0	0.14661738782064831	0.034940715689198834	96.65797975143084
0.24	0.005	0.0	0.23542434253570738	0.0	0.1583973741812932	0.034938140389612314	96.51523560427492
0.25	0.005	0.0	0.24276662488764783	0.0	0.1705349860782587	0.034935565279837814	96.37270226114775
0.26	0.005	0.0	0.2499474894287465	0.0	0.1830207720123854	0.034932990359861346	96.2303794107347
0.27	0.005	0.0	0.2569704845750459	0.0	0.1958455076998022	0.03493041562966893	96.08826674218098
0.28	0.005	0.0	0.26383908065038203	0.0	0.20900018969800863	0.03492784108924656	95.94636394509094
0.29	0.005	0.0	0.2705566725613605	0.0	0.2224760275737288	0.03492526673858027	95.80467070952696
